StationID,StationTitle,AddressLine,State,Country,Latitude,Longitude,ConnectionType,PowerKW,Quantity,Price,Rating
307705,SPKLU PLN KARANGASEM,"Jl. Bhayangkara No.21, Karangasem, Kec. Karangasem, Kabupaten Karangasem, Bali 80811",Bali,Indonesia,-8.452265955,115.6167032,CCS (Type 2),50,1,50,0.06
307705,SPKLU PLN KARANGASEM,"Jl. Bhayangkara No.21, Karangasem, Kec. Karangasem, Kabupaten Karangasem, Bali 80811",Bali,Indonesia,-8.452265955,115.6167032,CHAdeMO,50,1,50,4.85
307705,SPKLU PLN KARANGASEM,"Jl. Bhayangkara No.21, Karangasem, Kec. Karangasem, Kabupaten Karangasem, Bali 80811",Bali,Indonesia,-8.452265955,115.6167032,Type 2 (Tethered Connector) ,22,1,50,0.22
307704,SPKLU MANDALIKA (Kawasan ITDC),"Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573",West Nusa Tenggara,Indonesia,-8.890897505,116.2832648,CCS (Type 2),25,1,50,4.46
307704,SPKLU MANDALIKA (Kawasan ITDC),"Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573",West Nusa Tenggara,Indonesia,-8.890897505,116.2832648,CHAdeMO,25,1,50,2.64
307704,SPKLU MANDALIKA (Kawasan ITDC),"Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573",West Nusa Tenggara,Indonesia,-8.890897505,116.2832648,Type 2 (Tethered Connector) ,22,1,50,4.96
307703,SPKLU SANTIKA MATARAM,"C485+X3P, Jl. Langko, Gomong, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar.",West Nusa Tenggara,Indonesia,-8.58250334,116.1077036,CCS (Type 2),50,1,50,0.37
307703,SPKLU SANTIKA MATARAM,"C485+X3P, Jl. Langko, Gomong, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar.",West Nusa Tenggara,Indonesia,-8.58250334,116.1077036,CHAdeMO,50,1,50,2.77
307703,SPKLU SANTIKA MATARAM,"C485+X3P, Jl. Langko, Gomong, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar.",West Nusa Tenggara,Indonesia,-8.58250334,116.1077036,Type 2 (Tethered Connector) ,22,1,50,4.85
307702,SPKLU MVP GRAND NATURA,"Jl. Terusan Bung Hatta No.107, Monjok, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83122",West Nusa Tenggara,Indonesia,-8.568140678,116.1175234,Type 2 (Tethered Connector) ,22,1,50,2.62
307701,SPKLU PLN UP3 Malang,"Pln Area Malang, Jl. Jenderal Basuki Rahmat, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111",East Java,Indonesia,-7.974106205,112.6301676,CCS (Type 2),60,1,50,3.15
307701,SPKLU PLN UP3 Malang,"Pln Area Malang, Jl. Jenderal Basuki Rahmat, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111",East Java,Indonesia,-7.974106205,112.6301676,CHAdeMO,60,1,50,3.48
307701,SPKLU PLN UP3 Malang,"Pln Area Malang, Jl. Jenderal Basuki Rahmat, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111",East Java,Indonesia,-7.974106205,112.6301676,Type 2 (Tethered Connector) ,22,1,50,2.27
307700,SPKLU PLN Station Tlogo KM 444B,"PFR7+R7J, Semarang - Solo Toll Rd, Boak, Delik, Tuntang, Semarang Regency, Central Java 50773",Central Java,Indonesia,-7.257900947,110.4632001,CCS (Type 2),50,1,50,3.14
307700,SPKLU PLN Station Tlogo KM 444B,"PFR7+R7J, Semarang - Solo Toll Rd, Boak, Delik, Tuntang, Semarang Regency, Central Java 50773",Central Java,Indonesia,-7.257900947,110.4632001,CHAdeMO,50,1,50,2.92
307700,SPKLU PLN Station Tlogo KM 444B,"PFR7+R7J, Semarang - Solo Toll Rd, Boak, Delik, Tuntang, Semarang Regency, Central Java 50773",Central Java,Indonesia,-7.257900947,110.4632001,Type 2 (Tethered Connector) ,22,1,50,4.51
307698,Eastlake Parade - Streetlight SL217828,33 Eastlake Parade,Australian Capital Territory,Australia,-35.3124869,149.1462075,Type 2 (Socket Only),22,1,50,1.4
307697,Plenitude Villa Minozzo,Piazza Giorgio Amendola,Emilia-Romagna,Italy,44.365935,10.466052,CCS (Type 2),50,2,50,4.75
307697,Plenitude Villa Minozzo,Piazza Giorgio Amendola,Emilia-Romagna,Italy,44.365935,10.466052,Type 2 (Socket Only),22,2,50,4.45
307696,GM Mayorazgo,Calle Laura Grote De La Puerta 2,Santa Cruz de Tenerife,Spain,28.4437075,-16.28330703,CCS (Type 2),150,2,50,2.28
307696,GM Mayorazgo,Calle Laura Grote De La Puerta 2,Santa Cruz de Tenerife,Spain,28.4437075,-16.28330703,Type 2 (Socket Only),22,2,50,3.1
307695,Charging station for electric vehicles ,Mukhtar Azizov 80,Dagestan,Russian Federation,42.966491,47.531273,CCS (Type 2),151,2,50,1.39
307694,Leroy Merlaician Puerto Real,Puerto Real,Andalusia,Spain,36.46823429,-6.17077698,CCS (Type 2),120,2,50,0.94
307694,Leroy Merlaician Puerto Real,Puerto Real,Andalusia,Spain,36.46823429,-6.17077698,Type 2 (Tethered Connector) ,22,12,50,1.77
307693,Ayunt. Sevilla. C. Hispano  , C. Hispano Aviacian,Andalusia,Spain,37.36757325,-6.000301772,CCS (Type 2),150,2,50,2.92
307692,BP Pulse Bormujos,FRANCISCO TOMAS Y VALIENTE S/N,Andalusia,Spain,37.38121457,-6.064420094,CCS (Type 2),100,2,50,0.39
307692,BP Pulse Bormujos,FRANCISCO TOMAS Y VALIENTE S/N,Andalusia,Spain,37.38121457,-6.064420094,CHAdeMO,80,1,50,4.87
307691,E.S. Q8  Badajoz,"Antonio Nevado Gonzalez, 35",Extremadura,Spain,38.8980955,-6.990165257,CCS (Type 2),100,2,50,4.93
307691,E.S. Q8  Badajoz,"Antonio Nevado Gonzalez, 35",Extremadura,Spain,38.8980955,-6.990165257,CHAdeMO,80,1,50,3.49
307690,Popeyes Ciudad Real,C/ de los Reyes Catalicos 1,Castile-La Mancha,Spain,38.97298547,-3.927322114,CCS (Type 2),120,2,50,2.68
307690,Popeyes Ciudad Real,C/ de los Reyes Catalicos 3,Castile-La Mancha,Spain,38.97298547,-3.927322114,CHAdeMO,80,1,50,4.07
307689,Cepsa Malagan,Malagan,Castile-La Mancha,Spain,39.17422091,-3.848650768,CCS (Type 2),150,1,50,3.42
307687,E.S. Galp Santa Elena,Santa Elena,Andalusia,Spain,38.32910117,-3.545045577,CCS (Type 2),150,2,50,3.63
307685,E.S. Mira,Santa Elena,Andalusia,Spain,38.32970024,-3.545805282,CCS (Type 2),150,2,50,4.66
307684,BP Pulse La Zubia,La Zubia,Andalusia,Spain,37.12869874,-3.585271649,CCS (Type 2),150,2,50,4.33
307684,BP Pulse La Zubia,La Zubia,Andalusia,Spain,37.12869874,-3.585271649,CHAdeMO,100,6,50,0.23
307683,Kia Gandacia,GRAN VIA CASTELL DE BAIREN 42,Valencian Community,Spain,38.98655464,-0.185714901,CCS (Type 2),150,2,50,0.13
307681,BK Picassent,"Monserrat 8,",Valencian Community,Spain,39.36434824,-0.472707913,CCS (Type 2),100,2,50,0.75
307680,E.S. Iborgas,"Avinguda Cama de Cebolla, ",Valencian Community,Spain,39.58872562,-0.328604067,CCS (Type 2),150,2,50,2.97
307679,Galp Ribarroja del Turia,Ribarroja del Turia,Valencian Community,Spain,39.5424899,-0.555987871,CCS (Type 2),150,2,50,1.9
307678,BP Pulse Castellan,"Casas de la Breva 37, ",Valencian Community,Spain,39.99960186,-0.040827839,CCS (Type 2),100,2,50,4.85
307678,BP Pulse Castellan,"Casas de la Breva 37, ",Valencian Community,Spain,39.99960186,-0.040827839,CHAdeMO,80,1,50,4.21
307677,MD Amposta,Amposta,Catalonia,Spain,40.69927631,0.579360239,CCS (Type 2),150,2,50,4.19
307675,Esclat Vilafranca del Penedas,"Avinguda de Tarragona, 138,",Catalonia,Spain,41.33148262,1.678535315,CCS (Type 2),150,2,50,5
307675,Esclat Vilafranca del Penedas,"Avinguda de Tarragona, 138,",Catalonia,Spain,41.33148262,1.678535315,Type 2 (Socket Only),7.4,4,50,4.98
307674,Ev B&B Sant Cugat,Cama de Can Camps,Catalonia,Spain,41.4991192,2.072611934,CCS (Type 2),150,2,50,2.78
307673,Parc Valles,Parc Valles,Catalonia,Spain,41.5480048,2.027179156,CCS (Type 2),100,2,50,3.84
307672,E.S. Oliprix Mollet del Vallas,Mollet del Vallas,Catalonia,Spain,41.54841448,2.224680214,CCS (Type 2),150,2,50,4.72
307671,E.S. bonarea Ripollet,bonaerea Ripollet,Catalonia,Spain,41.49330071,2.169341795,CCS (Type 2),150,2,50,4.25
307670,AMB - Termes Romanes - Via Augusta,Termes Romanes ,Catalonia,Spain,41.45259019,2.247452201,CCS (Type 2),120,2,50,1.24
307670,AMB - Termes Romanes - Via Augusta,Termes Romanes ,Catalonia,Spain,41.45259019,2.247452201,Type 2 (Socket Only),22,2,50,2.25
307670,AMB - Termes Romanes - Via Augusta,Termes Romanes ,Catalonia,Spain,41.45259019,2.247452201,CEE 7/4 - Schuko - Type F,3,2,50,0.65
307669,E.S. Repsol Matara,E.S. Repsol Matarao,Catalonia,Spain,41.55099111,2.432473624,CCS (Type 2),180,2,61.4,4.77
307667,MCD Granollers,Granollers,Catalonia,Spain,41.61113385,2.302959299,CCS (Type 2),150,2,50,3.36
307666,BP Pulse Oilacirea Caldes de Malavella,Caldes de Malavella,Catalonia,Spain,41.83659903,2.799281124,CCS (Type 2),180,2,61.4,3.09
307665,MD Banyoles,Banyoles,Catalonia,Spain,42.11562362,2.776767875,CCS (Type 2),150,2,50,1.79
307664,Eurospar Llanca ,Eurospar Llanca,Catalonia,Spain,42.36242946,3.147018325,CCS (Type 2),150,2,50,0.57
307663, Vilatenim,"Avinguda de Roses, 88",Catalonia,Spain,42.26694106,2.995286105,CCS (Type 2),150,2,50,3.36
307662,E.S. Bon Area Flix,Flix,Catalonia,Spain,41.23972198,0.550833365,CCS (Type 2),100,2,50,2.6
307661,Ayunt. Vinaixa (Piscinas),Travesaa Escoles,Catalonia,Spain,41.4291458,0.971418053,CCS (Type 2),120,2,50,3.86
307658,AN Energaticos Cintruanigo,Cintruacnigo,Navarre,Spain,42.07147336,-1.794679238,CCS (Type 2),100,2,50,2.02
307658,AN Energaticos Cintruanigo,Cintruacnigo,Navarre,Spain,42.07147336,-1.794679238,CHAdeMO,80,1,50,0.67
307657,E.S. Valcarce Tudela,Tudela,Navarre,Spain,42.12110067,-1.675517652,CCS (Type 2),400,2,222,0.14
307657,E.S. Valcarce Tudela,Tudela,Navarre,Spain,42.12110067,-1.675517652,CHAdeMO,80,2,50,3.1
307656,Cepsa Santa Isabel,Avda. Santa Isabel,Aragon,Spain,41.67035385,-0.83981196,CCS (Type 2),150,1,50,3.52
307655,Carrefour Zaragoza,Zaragoza,Aragon,Spain,41.67633135,-0.890169733,CCS (Type 2),150,2,50,1.06
307654,"iONNA - Dallas, TX",2500 N Station Street,Texas,United States,32.800056,-96.794251,CCS (Type 1),400,2,222,0.68
307654,"iONNA - Dallas, TX",2500 N Station Street,Texas,United States,32.800056,-96.794251,NACS / Tesla Supercharger,400,2,222,0.07
307653,"iONNA - Sheets #785 Huber Heights, OH",7550 Old Troy Pike,Ohio,United States,39.863417,-84.137757,CCS (Type 1),400,2,222,1.75
307653,"iONNA - Sheets #785 Huber Heights, OH",7550 Old Troy Pike,Ohio,United States,39.863417,-84.137757,NACS / Tesla Supercharger,400,2,222,2.95
307652,"iONNA - Fruita, CO",585 Kokopelli Drive,Colorado,United States,39.150782,-108.737287,CCS (Type 1),400,2,222,1.96
307652,"iONNA - Fruita, CO",585 Kokopelli Drive,Colorado,United States,39.150782,-108.737287,NACS / Tesla Supercharger,400,2,222,2.19
307651,"iONNA - Denver, CO",2806 E Colfax Ave,Colorado,United States,39.73997,-104.95395,CCS (Type 1),400,2,222,4.52
307651,"iONNA - Denver, CO",2806 E Colfax Ave,Colorado,United States,39.73997,-104.95395,NACS / Tesla Supercharger,400,2,222,1.74
307650,BP Pulse Pozuelo,Pozuelo,Madrid,Spain,40.42742523,-3.822880904,CCS (Type 2),300,12,157,2.57
307650,BP Pulse Pozuelo,Pozuelo,Madrid,Spain,40.42742523,-3.822880904,CHAdeMO,100,6,50,3.92
307647,Rodengo,Vill 7,Trentino  Alto Adige/Sdtirol,Italy,46.77651232,11.69025042,Type 2 (Socket Only),22,2,50,4.31
307646,Smatric Varna,Via Forch 5,Trentino  Alto Adige/Sdtirol,Italy,46.75987064,11.63819147,CCS (Type 2),400,1,220,4.75
307645,Cepsa Zamudio,Zamudio, Basque Country,Spain,43.28007503,-2.852897765,CCS (Type 2),300,2,137,0.74
307644,GM Orkoinen La Muga,La Muga,Navarre,Spain,42.82124002,-1.68857169,CCS (Type 2),100,2,50,4.63
307643,Migliore Metanoauto,Via Tanagro,Campania,Italy,40.454721,15.533307,CCS (Type 2),90,1,50,2.46
307643,Migliore Metanoauto,Via Tanagro,Campania,Italy,40.454721,15.533307,CHAdeMO,90,1,50,1.29
307643,Migliore Metanoauto,Via Tanagro,Campania,Italy,40.454721,15.533307,Type 2 (Tethered Connector) ,22,1,50,2.3
307642,AN Energaticos Tafalla,Tafalla,Navarre,Spain,42.52333053,-1.685121296,CCS (Type 2),100,2,50,4.9
307642,AN Energaticos Tafalla,Tafalla,Navarre,Spain,42.52333053,-1.685121296,CHAdeMO,80,1,50,2.46
307641,Eving Nuevos Ministerios (BP Pulse-Iberdrola),Nuevis Ministerios,Madrid,Spain,40.4443991,-3.691255431,CCS (Type 2),300,8,149,1.64
307641,Eving Nuevos Ministerios (BP Pulse-Iberdrola),Nuevis Ministerios,Madrid,Spain,40.4443991,-3.691255431,CHAdeMO,100,4,50,3.17
307640,SPKLU PLN UP3 CILACAP,"Jl. Brigjend. Katamso No.52, Cilacap, Sidanegara, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53223",Central Java,Indonesia,-7.722942308,109.0115301,CCS (Type 2),25,1,50,1.2
307640,SPKLU PLN UP3 CILACAP,"Jl. Brigjend. Katamso No.52, Cilacap, Sidanegara, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53223",Central Java,Indonesia,-7.722942308,109.0115301,Type 2 (Tethered Connector) ,22,1,50,0.38
307640,SPKLU PLN UP3 CILACAP,"Jl. Brigjend. Katamso No.52, Cilacap, Sidanegara, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53223",Central Java,Indonesia,-7.722942308,109.0115301,CHAdeMO,25,1,50,0.64
307639,SPKLU PLN ULP TASIKMALAYA KOTA,"Jl. Mayor Utarya No.28, RW.01, Empangsari, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46113",West Java,Indonesia,-7.327229234,108.2226296,CCS (Type 2),25,1,50,0.64
307639,SPKLU PLN ULP TASIKMALAYA KOTA,"Jl. Mayor Utarya No.28, RW.01, Empangsari, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46113",West Java,Indonesia,-7.327229234,108.2226296,Type 2 (Tethered Connector) ,22,2,50,0.76
307638,SPKLU KP MALANGBONG,"Malangbong, Garut Regency, West Java",West Java,Indonesia,-7.060873585,108.0857948,CCS (Type 2),100,2,50,0.69
307638,SPKLU KP MALANGBONG,"Malangbong, Garut Regency, West Java",West Java,Indonesia,-7.060873585,108.0857948,Type 2 (Tethered Connector) ,22,1,50,3.2
307637,SPKLU CIARO NAGREG (SPBU),"XW7G+MMG, Jalan Raya, Limbangan, Ciaro, Nagreg, Bandung Regency, West Java 40215",West Java,Indonesia,-7.036074125,107.9265133,CCS (Type 2),120,2,50,0.91
307636,SPKLU PLN UP3 SUMEDANG,"5W68+XM6, Jl. Prabu Gajah Agung, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",West Java,Indonesia,-6.837553043,107.9166526,CCS (Type 2),25,1,50,1.73
307636,SPKLU PLN UP3 SUMEDANG,"5W68+XM6, Jl. Prabu Gajah Agung, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",West Java,Indonesia,-6.837553043,107.9166526,CHAdeMO,25,1,50,4.48
307636,SPKLU PLN UP3 SUMEDANG,"5W68+XM6, Jl. Prabu Gajah Agung, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",West Java,Indonesia,-6.837553043,107.9166526,Type 2 (Tethered Connector) ,22,1,50,2.37
307635,SPKLU PLN ULP GARUT KOTA,"Jl. Otista No.140A, Sukagalih, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151",West Java,Indonesia,-7.194802422,107.8863304,CCS (Type 2),50,2,50,3.34
307635,SPKLU PLN ULP GARUT KOTA,"Jl. Otista No.140A, Sukagalih, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151",West Java,Indonesia,-7.194802422,107.8863304,Type 2 (Tethered Connector) ,22,1,50,0.86
307634,SPKLU PLN ULP PAMEUNGPEUK,"9P35+9CW, Jl. Cilauteureun, Mancagahar, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat 44175",West Java,Indonesia,-7.646511023,107.7085672,Type 2 (Tethered Connector) ,22,1,50,0.96
307633,SPKLU PLN ULP SUMENEP,"XVP9+HQQ, Jl. Urip Sumoharja, Mastasek, Pabian, Kec. Kota Sumenep, Kabupaten Sumenep, Jawa Timur 69417",East Java,Indonesia,-7.013524565,113.8694795,CCS (Type 2),40,1,50,0.2
307633,SPKLU PLN ULP SUMENEP,"XVP9+HQQ, Jl. Urip Sumoharja, Mastasek, Pabian, Kec. Kota Sumenep, Kabupaten Sumenep, Jawa Timur 69417",East Java,Indonesia,-7.013524565,113.8694795,CHAdeMO,40,1,50,0.84
307633,SPKLU PLN ULP SUMENEP,"XVP9+HQQ, Jl. Urip Sumoharja, Mastasek, Pabian, Kec. Kota Sumenep, Kabupaten Sumenep, Jawa Timur 69417",East Java,Indonesia,-7.013524565,113.8694795,Type 2 (Tethered Connector) ,22,1,50,1.39
307632,SPKLU PLN UP3 PAMEKASAN,"Jl. Jokotole No.127A, Murleke, Barurambat Tim., Kec. Pademawu, Kabupaten Pamekasan, Jawa Timur 69321",East Java,Indonesia,-7.16132139,113.4923057,CCS (Type 2),40,1,50,0.89
307632,SPKLU PLN UP3 PAMEKASAN,"Jl. Jokotole No.127A, Murleke, Barurambat Tim., Kec. Pademawu, Kabupaten Pamekasan, Jawa Timur 69321",East Java,Indonesia,-7.16132139,113.4923057,CHAdeMO,40,1,50,0.44
307632,SPKLU PLN UP3 PAMEKASAN,"Jl. Jokotole No.127A, Murleke, Barurambat Tim., Kec. Pademawu, Kabupaten Pamekasan, Jawa Timur 69321",East Java,Indonesia,-7.16132139,113.4923057,Type 2 (Tethered Connector) ,22,1,50,0.6
307631,SPKLU ONE STOP CHARGING ST SURAPATI,"Jl. Surapati No.36, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",West Java,Indonesia,-6.899050655,107.6210081,CCS (Type 2),100,2,50,2.3
307631,SPKLU ONE STOP CHARGING ST SURAPATI,"Jl. Surapati No.36, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",West Java,Indonesia,-6.899050655,107.6210081,CHAdeMO,60,1,50,1.82
307631,SPKLU ONE STOP CHARGING ST SURAPATI,"Jl. Surapati No.36, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",West Java,Indonesia,-6.899050655,107.6210081,Type 2 (Tethered Connector) ,22,1,50,2.52
307630,SPKLU PLN ULP BANDUNG TIMUR,"Jl. Khp Hasan Mustopa No.45, Neglasari, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40124",West Java,Indonesia,-6.899360151,107.6412275,CCS (Type 2),60,2,50,3.45
307630,SPKLU PLN ULP BANDUNG TIMUR,"Jl. Khp Hasan Mustopa No.45, Neglasari, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40124",West Java,Indonesia,-6.899360151,107.6412275,Type 2 (Tethered Connector) ,22,1,50,0.2
307629,33th Street - Long Island,32-16 36th Ave,New York,United States,40.75558442,-73.92840968,CCS (Type 1),200,2,72,4
307629,33th Street - Long Island,32-16 36th Ave,New York,United States,40.75558442,-73.92840968,CHAdeMO,100,2,50,0.41
307628,Somersville Towne Station,2556 Somersville Road,California,United States,37.99998431,-121.8419519,CCS (Type 1),350,2,177,4.37
307627,Menards - West Fargo,1300 13th Ave E,North Dakota,United States,46.86308491,-96.87991539,CCS (Type 1),350,6,185,4.6
307626,"Pilot Station #468 Gilman, IL",815 Hwy 24 West,Illinois,United States,40.75103111,-88.00091943,CCS (Type 1),350,4,181,0.31
307625,"Flying J Station #774 Snowville, UT",90 South Stone Road,Utah,United States,41.96314151,-112.7100935,CCS (Type 1),350,4,181,1.38
307624,"Pilot Station #441 Priceville, AL",3240 Point Evard Evway,Alabama,United States,34.53799757,-86.91156508,CCS (Type 1),350,4,181,4.03
307623,Ev Ciudad de Burgos (Eving Interior),Burgos,Castile and Lean,Spain,42.38136006,-3.583729395,Type 2 (Tethered Connector) ,7.4,10,50,3.74
307621,Repsol Villayuda,Villayuda,Castile and Lean,Spain,42.34446144,-3.647879053,CCS (Type 2),150,2,50,1.85
307620,Carrefour,"Viale Giulio Cesare, 250",Piedmont,Italy,45.43547399,8.61634128,Type 2 (Socket Only),22,2,50,2.42
307619,ENI,"Viale Giulio Cesare, 0042",Piedmont,Italy,45.4345416,8.621644612,CCS (Type 2),110,1,50,3.09
307619,ENI,"Viale Giulio Cesare, 0042",Piedmont,Italy,45.4345416,8.621644612,Type 2 (Tethered Connector) ,22,1,50,1.84
307618,Galp - Sendim - Miranda do Douro,ESTRADA NACIONAL 221 - POENTE S/N -,Miranda do Douro,Portugal,41.39221489,-6.424564978,CCS (Type 2),120,1,50,2.31
307617,Kia Benavente,Benavente,Castile and Lean,Spain,42.00406138,-5.66420239,CCS (Type 2),210,2,77.6,3.74
307616,Rest. Parrillada Criollo (Acciona),Valga,Galicia,Spain,42.67885704,-8.640940561,CCS (Type 2),100,2,50,0.18
307615,Rest. A Pedra (Acciona),Pedra,Galicia,Spain,43.15679696,-8.878175648,CCS (Type 2),100,2,50,1.26
307614,"Pilot Station #595 Marion, IL",2611 Vernell Road,Illinois,United States,37.7404806,-88.96444034,CCS (Type 1),350,2,177,3.57
307613,"Flying J Station #644 Lasalle, IL",343 Civic Road,Illinois,United States,41.36857298,-89.09737867,CCS (Type 1),350,4,181,4.48
307612,"Pilot Station #494 Rotterdam, NY",1128 Duanesburg Road,New York,United States,42.78107531,-74.02929561,CCS (Type 1),350,4,181,2.56
307611,Minor Street Station 76 - Skycharger - Yreka CA,115 W Miner Street,California,United States,41.73106016,-122.6344405,CCS (Type 1),200,8,84,2.66
307610,"Flying J Station #1372 Yucca, AZ",10835 South Double R Drive,Arizona,United States,34.9144161,-114.1551051,CCS (Type 1),350,4,181,0.54
307609,"Flying J Station #641 Mccammon, ID",587 E. US Hwy 30,Idaho,United States,42.66031323,-112.20745,CCS (Type 1),350,4,181,2.24
307608,"Flying J Station #724 Anthony, TX",3001 Mountain Pass Blvd,Texas,United States,31.99719757,-106.5803656,CCS (Type 1),350,2,177,2.66
307607,"Flying J Station #682 Graham, NC",1043 Jimmie Kerr Road,North Carolina,United States,36.071459,-79.352926,CCS (Type 1),350,2,177,1.21
307607,"Flying J Station #682 Graham, NC",1043 Jimmie Kerr Road,North Carolina,United States,36.071459,-79.352926,CHAdeMO,100,1,50,1.89
307606,Atlante Torretta di Crucoli,Via Pablo Picasso,Calabria,Italy,39.453067,17.034119,CCS (Type 2),60,2,50,0.1
307605,Trabzon Ekmek ,"Aceniversite, D-100 Kuzey Yanyolu No:78",Istanbul,Turkey,40.99316423,28.71013738,CCS (Type 2),40,1,50,1.61
307604,Green Sanat Ev ,"Denizevleri, Adnan Menderes Blv. No:33,",Samsun,Turkey,41.32775056,36.30651316,Type 2 (Socket Only),22,1,50,1.06
307603,Green Sanat Ev ,"Denizevleri, Adnan Menderes Blv. No:33, ",Samsun,Turkey,41.327851,36.306799,CCS (Type 2),120,2,50,1.64
307602,Sincer,Cevdetiye Beldesi Yeayiltepe mah. Yeni Kayseri Yolu Aczeri,Osmaniye,Turkey,37.118414,36.219885,CCS (Type 2),120,2,50,0.6
307601,Gazeller OSB DC, maStationesi. Gebze  ,Kocaeli,Turkey,40.839699,29.432975,CCS (Type 2),120,2,50,4.45
307600,Sultan Town AVM, Mumcu Mh. Ata Blv. Sultangazi Belediyesi No.:54/1A,Istanbul,Turkey,41.1063413,28.8725969,CCS (Type 2),120,2,50,2.97
307599,Roseville,"340 Conference Station Dr, Roseville, CA, 95678",California,United States,38.778594,-121.27019,NACS / Tesla Supercharger,149,18,78.55,3.4
307596,Enel X Conad,Strada del Lazzaretto,Lombardy,Italy,45.277068,10.095335,CCS (Type 2),75,1,50,0.43
307596,Enel X Conad,Strada del Lazzaretto,Lombardy,Italy,45.277068,10.095335,CHAdeMO,62,1,50,2.69
307596,Enel X Conad,Strada del Lazzaretto,Lombardy,Italy,45.277068,10.095335,Type 2 (Tethered Connector) ,22,1,50,2.93
307595,Petropix Lugo,C.C. Las termas,Galicia,Spain,43.03785811,-7.568465381,CCS (Type 2),180,2,61.4,3.73
307594,Masymas Langreo,Langreo,Asturias,Spain,43.32224832,-5.718841614,Type 2 (Socket Only),22,2,50,2.16
307593,E.S. Q8 Cascante ,Cascante,Navarre,Spain,42.03654239,-1.630698766,CCS (Type 2),180,2,61.4,0.64
307588,Taco Bell,255 Melton Rd,Oregon,United States,43.91820222,-123.0112983,CCS (Type 1),62.5,2,50,1.82
307588,Taco Bell,255 Melton Rd,Oregon,United States,43.91820222,-123.0112983,CHAdeMO,50,2,50,3.23
307587,Be Charge Stazione di Guardavalle,SS 106 244,Calabria,Italy,38.480146,16.578673,CCS (Type 2),100,2,50,2.85
307587,Be Charge Stazione di Guardavalle,SS 106 244,Calabria,Italy,38.480146,16.578673,Type 2 (Tethered Connector) ,22,1,50,1.78
307586,Plenitude Favaco,Contrada Favaco 78,Calabria,Italy,38.364854,16.484371,CCS (Type 2),60,2,50,4.93
307586,Plenitude Favaco,Contrada Favaco 78,Calabria,Italy,38.364854,16.484371,Type 2 (Socket Only),22,2,50,3.03
307585,Plenitude Palazzetto dello Sport,Via Palermo 2,Calabria,Italy,38.303537,16.337506,Type 2 (Socket Only),22,2,50,1.19
307584,Zubra HyperCharger,"Zubri, 1, E40",Lviv Oblast,Ukraine,49.76670706,24.0566287,CCS (Type 2),240,2,95.6,0.51
307584,Zubra HyperCharger,"Zubri, 1, E40",Lviv Oblast,Ukraine,49.76670706,24.0566287,GB-T DC - GB/T 20234.3,240,1,93.6,0.76
307584,Zubra HyperCharger,"Zubri, 1, E40",Lviv Oblast,Ukraine,49.76670706,24.0566287,Type 2 (Socket Only),22,1,50,1.23
307582,Esso Melito di Porto Salvo,Via Lembo 23,Calabria,Italy,37.920784,15.768282,CCS (Type 2),50,1,50,0.93
307582,Esso Melito di Porto Salvo,Via Lembo 23,Calabria,Italy,37.920784,15.768282,CHAdeMO,22,1,50,1.43
307582,Esso Melito di Porto Salvo,Via Lembo 23,Calabria,Italy,37.920784,15.768282,Type 2 (Tethered Connector) ,22,1,50,0.87
307581,Ayunt. Calpe. Centro Cacivico,"Avda, Masnou",Valencian Community,Spain,38.64328417,0.044068495,Type 2 (Socket Only),22,1,50,4.48
307579,Applegreen,Swords Rd,Leinster,Ireland,53.45401234,-6.203404684,CCS (Type 2),60,2,50,0.4
307578,EVgo Carmichael,7223 Fair Oaks Blvd,California,United States,38.632718,-121.3292886,CCS (Type 1),350,2,177,2.62
